Order ID,Date,Source
200124753,"Apr 10, 2019",Facebook Ads
200124752,"Apr 10, 2019",Organic
200124751,"Apr 10, 2019",Google Ads
200124750,"Apr 10, 2019",Direct
200124749,"Apr 10, 2019",Organic
200124748,"Apr 10, 2019",Organic
200124747,"Apr 10, 2019",Google Ads
200124746,"Apr 10, 2019",Organic
200124745,"Apr 10, 2019",Facebook Ads
200124744,"Apr 10, 2019",Email
200124743,"Apr 10, 2019",Direct
200124742,"Apr 10, 2019",Google Ads
200124741,"Apr 10, 2019",Referral
200124740,"Apr 10, 2019",Organic
200124739,"Apr 10, 2019",Google Ads
200124738,"Apr 10, 2019",Facebook Ads
200124737,"Apr 10, 2019",Referral
200124736,"Apr 10, 2019",Google Ads
200124735,"Apr 10, 2019",Facebook Ads
200124734,"Apr 10, 2019",Email
200124733,"Apr 10, 2019",Google Ads
200124732,"Apr 10, 2019",Google Ads
200124731,"Apr 10, 2019",Direct
200124730,"Apr 10, 2019",Referral
200124729,"Apr 10, 2019",Organic
200124728,"Apr 10, 2019",Organic
200124727,"Apr 10, 2019",Google Ads
200124726,"Apr 10, 2019",Email
200124724,"Apr 10, 2019",Google Ads
200124723,"Apr 10, 2019",Facebook Ads
200124722,"Apr 10, 2019",Google Ads
200124721,"Apr 10, 2019",Google Ads
200124720,"Apr 10, 2019",Google Ads
200124719,"Apr 10, 2019",Google Ads
200124718,"Apr 10, 2019",Email
200124717,"Apr 10, 2019",Google Ads
200124716,"Apr 10, 2019",Organic
200124715,"Apr 10, 2019",Facebook Ads
200124714,"Apr 10, 2019",Organic
200124713,"Apr 10, 2019",Direct
200124712,"Apr 10, 2019",Facebook Ads
200124711,"Apr 10, 2019",Facebook Ads
200124710,"Apr 10, 2019",Direct
200124709,"Apr 10, 2019",Google Ads
200124707,"Apr 10, 2019",Google Ads
200124706,"Apr 10, 2019",Referral
200124705,"Apr 10, 2019",Google Ads
200124704,"Apr 10, 2019",Google Ads
200124703,"Apr 10, 2019",Google Ads
200124702,"Apr 10, 2019",Google Ads
200124701,"Apr 10, 2019",Email
200124700,"Apr 10, 2019",Organic
200124699,"Apr 9, 2019",Organic
200124698,"Apr 9, 2019",Google Ads
200124697,"Apr 9, 2019",Direct
200124696,"Apr 9, 2019",Google Ads
200124695,"Apr 9, 2019",Email
200124694,"Apr 9, 2019",Direct
200124693,"Apr 9, 2019",Google Ads
200124692,"Apr 9, 2019",Organic
200124691,"Apr 9, 2019",Direct
200124688,"Apr 9, 2019",Referral
200124687,"Apr 9, 2019",Google Ads
200124686,"Apr 9, 2019",Email
200124685,"Apr 9, 2019",Google Ads
200124684,"Apr 9, 2019",Direct
200124683,"Apr 9, 2019",Google Ads
200124682,"Apr 9, 2019",Google Ads
200124681,"Apr 9, 2019",Email
200124680,"Apr 9, 2019",Facebook Ads
200124679,"Apr 9, 2019",Facebook Ads
200124677,"Apr 9, 2019",Google Ads
200124676,"Apr 9, 2019",Google Ads
200124675,"Apr 9, 2019",Google Ads
200124674,"Apr 9, 2019",Organic
200124673,"Apr 9, 2019",Google Ads
200124672,"Apr 9, 2019",Direct
200124671,"Apr 9, 2019",Google Ads
200124670,"Apr 9, 2019",Organic
200124669,"Apr 9, 2019",Facebook Ads
200124668,"Apr 9, 2019",Direct
200124667,"Apr 9, 2019",Direct
200124666,"Apr 9, 2019",Google Ads
200124665,"Apr 9, 2019",Google Ads
200124664,"Apr 9, 2019",Google Ads
200124663,"Apr 9, 2019",Referral
200124662,"Apr 9, 2019",Referral
200124660,"Apr 9, 2019",Google Ads
200124659,"Apr 9, 2019",Google Ads
200124658,"Apr 9, 2019",Organic
200124657,"Apr 9, 2019",Referral
200124656,"Apr 9, 2019",Referral
200124655,"Apr 9, 2019",Facebook Ads
200124654,"Apr 9, 2019",Direct
200124652,"Apr 9, 2019",Organic
200124651,"Apr 9, 2019",Google Ads
200124650,"Apr 9, 2019",Organic
200124648,"Apr 9, 2019",Google Ads
200124647,"Apr 9, 2019",Organic
200124645,"Apr 9, 2019",Email
200124644,"Apr 9, 2019",Direct
200124643,"Apr 9, 2019",Google Ads
200124642,"Apr 9, 2019",Organic
200124641,"Apr 9, 2019",Google Ads
200124640,"Apr 9, 2019",Direct
200124639,"Apr 9, 2019",Google Ads
200124638,"Apr 9, 2019",Facebook Ads
200124637,"Apr 9, 2019",Google Ads
200124636,"Apr 9, 2019",Google Ads
200124634,"Apr 9, 2019",Organic
200124633,"Apr 9, 2019",Google Ads
200124632,"Apr 9, 2019",Organic
200124631,"Apr 9, 2019",Organic
200124630,"Apr 9, 2019",Organic
200124629,"Apr 9, 2019",Facebook Ads
200124628,"Apr 9, 2019",Organic
200124627,"Apr 9, 2019",Facebook Ads
200124626,"Apr 9, 2019",Direct
200124625,"Apr 9, 2019",Direct
200124624,"Apr 9, 2019",Organic
200124623,"Apr 8, 2019",Direct
200124622,"Apr 8, 2019",Google Ads
200124621,"Apr 8, 2019",Facebook Ads
200124620,"Apr 8, 2019",Google Ads
200124619,"Apr 8, 2019",Email
200124618,"Apr 8, 2019",Google Ads
200124617,"Apr 8, 2019",Google Ads
200124616,"Apr 8, 2019",Direct
200124615,"Apr 8, 2019",Direct
200124614,"Apr 8, 2019",Google Ads
200124613,"Apr 8, 2019",Organic
200124612,"Apr 8, 2019",Google Ads
200124609,"Apr 8, 2019",Google Ads
200124607,"Apr 8, 2019",Facebook Ads
200124605,"Apr 8, 2019",Google Ads
200124604,"Apr 8, 2019",Facebook Ads
200124603,"Apr 8, 2019",Organic
200124602,"Apr 8, 2019",Google Ads
200124601,"Apr 8, 2019",Facebook Ads
200124600,"Apr 8, 2019",Google Ads
200124599,"Apr 8, 2019",Referral
200124598,"Apr 8, 2019",Google Ads
200124597,"Apr 8, 2019",Google Ads
200124596,"Apr 8, 2019",Google Ads
200124595,"Apr 8, 2019",Direct
200124594,"Apr 8, 2019",Organic
200124593,"Apr 8, 2019",Google Ads
200124592,"Apr 8, 2019",Google Ads
200124591,"Apr 8, 2019",Referral
200124590,"Apr 8, 2019",Referral
200124589,"Apr 8, 2019",Referral
200124588,"Apr 8, 2019",Direct
200124587,"Apr 8, 2019",Google Ads
200124586,"Apr 8, 2019",Google Ads
200124585,"Apr 8, 2019",Google Ads
200124584,"Apr 8, 2019",Google Ads
200124582,"Apr 8, 2019",Google Ads
200124581,"Apr 8, 2019",Direct
200124580,"Apr 8, 2019",Google Ads
200124579,"Apr 8, 2019",Organic
200124578,"Apr 8, 2019",Direct
200124576,"Apr 8, 2019",Google Ads
200124575,"Apr 8, 2019",Email
200124574,"Apr 8, 2019",Google Ads
200124573,"Apr 8, 2019",Facebook Ads
200124572,"Apr 8, 2019",Google Ads
200124571,"Apr 8, 2019",Google Ads
200124570,"Apr 8, 2019",Direct
200124569,"Apr 8, 2019",Direct
200124568,"Apr 8, 2019",Google Ads
200124567,"Apr 8, 2019",Direct
200124566,"Apr 8, 2019",Google Ads
200124565,"Apr 8, 2019",Facebook Ads
200124564,"Apr 8, 2019",Email
200124563,"Apr 8, 2019",Direct
200124562,"Apr 8, 2019",Facebook Ads
200124561,"Apr 8, 2019",Direct
200124560,"Apr 8, 2019",Google Ads
200124559,"Apr 8, 2019",Google Ads
200124558,"Apr 8, 2019",Direct
200124557,"Apr 8, 2019",Direct
200124556,"Apr 8, 2019",Direct
200124555,"Apr 8, 2019",Direct
200124554,"Apr 8, 2019",Organic
200124553,"Apr 8, 2019",Organic
200124552,"Apr 8, 2019",Facebook Ads
200124550,"Apr 8, 2019",Google Ads
200124549,"Apr 8, 2019",Facebook Ads
200124548,"Apr 8, 2019",Others
200124547,"Apr 8, 2019",Facebook Ads
200124546,"Apr 8, 2019",Referral
200124545,"Apr 8, 2019",Direct
200124544,"Apr 8, 2019",Google Ads
200124543,"Apr 8, 2019",Referral
200124542,"Apr 8, 2019",Google Ads
200124541,"Apr 8, 2019",Referral
200124540,"Apr 8, 2019",Referral
200124539,"Apr 8, 2019",Organic
200124538,"Apr 8, 2019",Direct
200124536,"Apr 7, 2019",Facebook Ads
200124535,"Apr 7, 2019",Google Ads
200124534,"Apr 7, 2019",Google Ads
200124533,"Apr 7, 2019",Google Ads
200124532,"Apr 7, 2019",Google Ads
200124531,"Apr 7, 2019",Google Ads
200124530,"Apr 7, 2019",Facebook Ads
200124528,"Apr 7, 2019",Direct
200124527,"Apr 7, 2019",Facebook Ads
200124526,"Apr 7, 2019",Organic
200124525,"Apr 7, 2019",Google Ads
200124524,"Apr 7, 2019",Referral
200124523,"Apr 7, 2019",Direct
200124522,"Apr 7, 2019",Google Ads
200124521,"Apr 7, 2019",Others
200124520,"Apr 7, 2019",Referral
200124519,"Apr 7, 2019",Google Ads
200124518,"Apr 7, 2019",Referral
200124517,"Apr 7, 2019",Referral
200124516,"Apr 7, 2019",Referral
200124513,"Apr 7, 2019",Google Ads
200124512,"Apr 7, 2019",Direct
200124511,"Apr 7, 2019",Referral
200124510,"Apr 7, 2019",Direct
200124509,"Apr 7, 2019",Direct
200124508,"Apr 7, 2019",Email
200124507,"Apr 7, 2019",Organic
200124506,"Apr 7, 2019",Google Ads
200124505,"Apr 7, 2019",Direct
200124504,"Apr 7, 2019",Google Ads
200124503,"Apr 7, 2019",Organic
200124502,"Apr 7, 2019",Google Ads
200124501,"Apr 7, 2019",Google Ads
200124500,"Apr 7, 2019",Referral
200124499,"Apr 7, 2019",Referral
200124498,"Apr 7, 2019",Referral
200124497,"Apr 7, 2019",Referral
200124496,"Apr 7, 2019",Google Ads
200124495,"Apr 7, 2019",Organic
200124494,"Apr 7, 2019",Google Ads
200124493,"Apr 7, 2019",Facebook Ads
200124491,"Apr 7, 2019",Referral
200124489,"Apr 7, 2019",Organic
200124488,"Apr 7, 2019",Google Ads
200124487,"Apr 7, 2019",Referral
200124486,"Apr 7, 2019",Google Ads
200124485,"Apr 7, 2019",Referral
200124484,"Apr 7, 2019",Google Ads
200124483,"Apr 7, 2019",Google Ads
200124482,"Apr 7, 2019",Referral
200124481,"Apr 7, 2019",Referral
200124480,"Apr 7, 2019",Referral
200124479,"Apr 7, 2019",Google Ads
200124478,"Apr 7, 2019",Google Ads
200124477,"Apr 7, 2019",Referral
200124476,"Apr 7, 2019",Google Ads
200124475,"Apr 7, 2019",Referral
200124474,"Apr 7, 2019",Google Ads
200124473,"Apr 7, 2019",Referral
200124472,"Apr 7, 2019",Referral
200124471,"Apr 7, 2019",Google Ads
200124470,"Apr 7, 2019",Referral
200124469,"Apr 7, 2019",Referral
200124468,"Apr 7, 2019",Google Ads
200124467,"Apr 7, 2019",Referral
200124466,"Apr 7, 2019",Google Ads
200124465,"Apr 7, 2019",Referral
200124462,"Apr 7, 2019",Referral
200124461,"Apr 7, 2019",Direct
200124460,"Apr 7, 2019",Direct
200124458,"Apr 7, 2019",Direct
200124457,"Apr 7, 2019",Direct
200124456,"Apr 7, 2019",Direct
200124455,"Apr 7, 2019",Direct
200124454,"Apr 7, 2019",Facebook Ads
200124453,"Apr 7, 2019",Facebook Ads
200124452,"Apr 7, 2019",Direct
200124451,"Apr 7, 2019",Facebook Ads
200124450,"Apr 7, 2019",Google Ads
200124449,"Apr 7, 2019",Direct
200124448,"Apr 7, 2019",Google Ads
200124447,"Apr 7, 2019",Organic
200124445,"Apr 7, 2019",Facebook Ads
200124444,"Apr 7, 2019",Facebook Ads
200124443,"Apr 7, 2019",Google Ads
200124442,"Apr 7, 2019",Direct
200124441,"Apr 7, 2019",Organic
200124440,"Apr 7, 2019",Google Ads
200124438,"Apr 7, 2019",Direct
200124437,"Apr 7, 2019",Direct
200124436,"Apr 7, 2019",Organic
200124435,"Apr 7, 2019",Organic
200124434,"Apr 7, 2019",Direct
200124433,"Apr 7, 2019",Google Ads
200124432,"Apr 7, 2019",Google Ads
200124430,"Apr 7, 2019",Facebook Ads
200124429,"Apr 7, 2019",Organic
200124428,"Apr 7, 2019",Google Ads
200124427,"Apr 7, 2019",Organic
200124426,"Apr 7, 2019",Facebook Ads
200124425,"Apr 7, 2019",Organic
200124424,"Apr 7, 2019",Facebook Ads
200124423,"Apr 7, 2019",Organic
200124422,"Apr 7, 2019",Facebook Ads
200124421,"Apr 7, 2019",Facebook Ads
200124420,"Apr 7, 2019",Facebook Ads
200124419,"Apr 6, 2019",Direct
200124418,"Apr 6, 2019",Direct
200124417,"Apr 6, 2019",Direct
200124416,"Apr 6, 2019",Facebook Ads
200124415,"Apr 6, 2019",Direct
200124414,"Apr 6, 2019",Organic
200124413,"Apr 6, 2019",Facebook Ads
200124412,"Apr 6, 2019",Direct
200124410,"Apr 6, 2019",Direct
200124409,"Apr 6, 2019",Google Ads
200124407,"Apr 6, 2019",Direct
200124406,"Apr 6, 2019",Direct
200124405,"Apr 6, 2019",Direct
200124404,"Apr 6, 2019",Google Ads
200124403,"Apr 6, 2019",Google Ads
200124402,"Apr 6, 2019",Direct
200124401,"Apr 6, 2019",Google Ads
200124400,"Apr 6, 2019",Direct
200124399,"Apr 6, 2019",Email
200124398,"Apr 6, 2019",Direct
200124397,"Apr 6, 2019",Email
200124396,"Apr 6, 2019",Organic
200124395,"Apr 6, 2019",Organic
200124394,"Apr 6, 2019",Direct
200124393,"Apr 6, 2019",Google Ads
200124392,"Apr 6, 2019",Facebook Ads
200124391,"Apr 6, 2019",Direct
200124390,"Apr 6, 2019",Direct
200124389,"Apr 6, 2019",Direct
200124388,"Apr 6, 2019",Google Ads
200124387,"Apr 6, 2019",Facebook Ads
200124386,"Apr 6, 2019",Direct
200124385,"Apr 6, 2019",Direct
200124384,"Apr 6, 2019",Facebook Ads
200124383,"Apr 6, 2019",Google Ads
200124381,"Apr 6, 2019",Google Ads
200124380,"Apr 6, 2019",Direct
200124378,"Apr 6, 2019",Google Ads
200124377,"Apr 6, 2019",Direct
200124375,"Apr 6, 2019",Direct
200124374,"Apr 6, 2019",Facebook Ads
200124373,"Apr 6, 2019",Direct
200124372,"Apr 6, 2019",Google Ads
200124371,"Apr 6, 2019",Direct
200124370,"Apr 6, 2019",Direct
200124369,"Apr 6, 2019",Google Ads
200124368,"Apr 6, 2019",Direct
200124367,"Apr 6, 2019",Direct
200124366,"Apr 6, 2019",Direct
200124365,"Apr 6, 2019",Google Ads
200124364,"Apr 6, 2019",Email
200124362,"Apr 6, 2019",Google Ads
200124361,"Apr 6, 2019",Facebook Ads
200124360,"Apr 6, 2019",Google Ads
200124359,"Apr 6, 2019",Direct
200124358,"Apr 6, 2019",Facebook Ads
200124357,"Apr 6, 2019",Google Ads
200124356,"Apr 6, 2019",Organic
200124355,"Apr 6, 2019",Organic
200124354,"Apr 6, 2019",Organic
200124353,"Apr 6, 2019",Google Ads
200124352,"Apr 6, 2019",Email
200124351,"Apr 6, 2019",Direct
200124350,"Apr 6, 2019",Direct
200124349,"Apr 6, 2019",Facebook Ads
200124348,"Apr 6, 2019",Google Ads
200124347,"Apr 6, 2019",Direct
200124346,"Apr 6, 2019",Direct
200124345,"Apr 6, 2019",Organic
200124344,"Apr 6, 2019",Direct
200124343,"Apr 6, 2019",Direct
200124342,"Apr 6, 2019",Direct
200124341,"Apr 6, 2019",Google Ads
200124340,"Apr 6, 2019",Organic
200124339,"Apr 6, 2019",Organic
200124338,"Apr 6, 2019",Facebook Ads
200124337,"Apr 6, 2019",Facebook Ads
200124336,"Apr 6, 2019",Direct
200124335,"Apr 6, 2019",Direct
200124334,"Apr 6, 2019",Google Ads
200124333,"Apr 6, 2019",Google Ads
200124332,"Apr 6, 2019",Google Ads
200124331,"Apr 6, 2019",Facebook Ads
200124330,"Apr 6, 2019",Google Ads
200124328,"Apr 6, 2019",Organic
200124327,"Apr 6, 2019",Organic
200124326,"Apr 6, 2019",Organic
200124325,"Apr 6, 2019",Email
200124324,"Apr 6, 2019",Facebook Ads
200124323,"Apr 6, 2019",Others
200124322,"Apr 6, 2019",Direct
200124321,"Apr 6, 2019",Direct
200124320,"Apr 6, 2019",Direct
200124319,"Apr 6, 2019",Google Ads
200124318,"Apr 6, 2019",Email
200124317,"Apr 6, 2019",Direct
200124316,"Apr 6, 2019",Organic
200124315,"Apr 6, 2019",Google Ads
200124314,"Apr 6, 2019",Direct
200124313,"Apr 6, 2019",Direct
200124312,"Apr 6, 2019",Direct
200124311,"Apr 6, 2019",Google Ads
200124310,"Apr 6, 2019",Google Ads
200124309,"Apr 6, 2019",Direct
200124308,"Apr 6, 2019",Google Ads
200124307,"Apr 6, 2019",Direct
200124306,"Apr 6, 2019",Google Ads
200124305,"Apr 6, 2019",Direct
200124304,"Apr 6, 2019",Direct
200124303,"Apr 6, 2019",Direct
200124302,"Apr 6, 2019",Direct
200124301,"Apr 6, 2019",Direct
200124300,"Apr 6, 2019",Direct
200124299,"Apr 6, 2019",Organic
200124297,"Apr 5, 2019",Direct
200124295,"Apr 5, 2019",Direct
200124294,"Apr 5, 2019",Google Ads
200124293,"Apr 5, 2019",Facebook Ads
200124292,"Apr 5, 2019",Facebook Ads
200124291,"Apr 5, 2019",Google Ads
200124290,"Apr 5, 2019",Direct
200124289,"Apr 5, 2019",Google Ads
200124288,"Apr 5, 2019",Email
200124287,"Apr 5, 2019",Direct
200124286,"Apr 5, 2019",Direct
200124285,"Apr 5, 2019",Direct
200124284,"Apr 5, 2019",Direct
200124283,"Apr 5, 2019",Organic
200124282,"Apr 5, 2019",Organic
200124281,"Apr 5, 2019",Organic
200124280,"Apr 5, 2019",Google Ads
200124279,"Apr 5, 2019",Google Ads
200124278,"Apr 5, 2019",Direct
200124277,"Apr 5, 2019",Direct
200124276,"Apr 5, 2019",Google Ads
200124275,"Apr 5, 2019",Google Ads
200124274,"Apr 5, 2019",Facebook Ads
200124273,"Apr 5, 2019",Facebook Ads
200124272,"Apr 5, 2019",Facebook Ads
200124271,"Apr 5, 2019",Email
200124270,"Apr 5, 2019",Facebook Ads
200124269,"Apr 5, 2019",Google Ads
200124268,"Apr 5, 2019",Facebook Ads
200124267,"Apr 5, 2019",Organic
200124266,"Apr 5, 2019",Google Ads
200124265,"Apr 5, 2019",Google Ads
200124264,"Apr 5, 2019",Direct
200124263,"Apr 5, 2019",Google Ads
200124261,"Apr 5, 2019",Email
200124260,"Apr 5, 2019",Organic
200124259,"Apr 5, 2019",Direct
200124258,"Apr 5, 2019",Google Ads
200124257,"Apr 5, 2019",Direct
200124256,"Apr 5, 2019",Facebook Ads
200124255,"Apr 5, 2019",Direct
200124254,"Apr 5, 2019",Organic
200124253,"Apr 5, 2019",Google Ads
200124252,"Apr 5, 2019",Google Ads
200124251,"Apr 5, 2019",Direct
200124250,"Apr 5, 2019",Facebook Ads
200124249,"Apr 5, 2019",Direct
200124248,"Apr 5, 2019",Facebook Ads
200124247,"Apr 5, 2019",Google Ads
200124246,"Apr 5, 2019",Google Ads
200124244,"Apr 5, 2019",Organic
200124243,"Apr 5, 2019",Direct
200124242,"Apr 5, 2019",Direct
200124241,"Apr 5, 2019",Facebook Ads
200124240,"Apr 5, 2019",Facebook Ads
200124239,"Apr 5, 2019",Google Ads
200124238,"Apr 5, 2019",Google Ads
200124237,"Apr 5, 2019",Facebook Ads
200124236,"Apr 5, 2019",Facebook Ads
200124235,"Apr 5, 2019",Google Ads
200124234,"Apr 5, 2019",Direct
200124233,"Apr 5, 2019",Google Ads
200124232,"Apr 5, 2019",Google Ads
200124231,"Apr 5, 2019",Email
200124230,"Apr 5, 2019",Organic
200124229,"Apr 5, 2019",Google Ads
200124228,"Apr 5, 2019",Google Ads
200124227,"Apr 5, 2019",Direct
200124226,"Apr 5, 2019",Direct
200124225,"Apr 5, 2019",Direct
200124224,"Apr 5, 2019",Google Ads
200124223,"Apr 5, 2019",Facebook Ads
200124222,"Apr 5, 2019",Google Ads
200124221,"Apr 5, 2019",Direct
200124220,"Apr 5, 2019",Google Ads
200124219,"Apr 5, 2019",Facebook Ads
200124218,"Apr 5, 2019",Organic
200124217,"Apr 5, 2019",Email
200124216,"Apr 5, 2019",Google Ads
200124215,"Apr 5, 2019",Facebook Ads
200124214,"Apr 5, 2019",Direct
200124213,"Apr 5, 2019",Google Ads
200124212,"Apr 5, 2019",Google Ads
200124211,"Apr 5, 2019",Direct
200124210,"Apr 5, 2019",Facebook Ads
200124209,"Apr 5, 2019",Direct
200124208,"Apr 5, 2019",Google Ads
200124206,"Apr 5, 2019",Email
200124205,"Apr 5, 2019",Google Ads
200124204,"Apr 4, 2019",Direct
200124203,"Apr 4, 2019",Google Ads
200124202,"Apr 4, 2019",Facebook Ads
200124201,"Apr 4, 2019",Organic
200124200,"Apr 4, 2019",Google Ads
200124199,"Apr 4, 2019",Google Ads
200124198,"Apr 4, 2019",Organic
200124197,"Apr 4, 2019",Google Ads
200124195,"Apr 4, 2019",Direct
200124194,"Apr 4, 2019",Google Ads
200124193,"Apr 4, 2019",Facebook Ads
200124192,"Apr 4, 2019",Facebook Ads
200124191,"Apr 4, 2019",Others
200124190,"Apr 4, 2019",Google Ads
200124189,"Apr 4, 2019",Organic
200124188,"Apr 4, 2019",Google Ads
200124187,"Apr 4, 2019",Google Ads
200124186,"Apr 4, 2019",Facebook Ads
200124185,"Apr 4, 2019",Direct
200124184,"Apr 4, 2019",Google Ads
200124183,"Apr 4, 2019",Google Ads
200124182,"Apr 4, 2019",Direct
200124181,"Apr 4, 2019",Google Ads
200124180,"Apr 4, 2019",Organic
200124179,"Apr 4, 2019",Direct
200124178,"Apr 4, 2019",Direct
200124177,"Apr 4, 2019",Direct
200124176,"Apr 4, 2019",Google Ads
200124175,"Apr 4, 2019",Direct
200124174,"Apr 4, 2019",Google Ads
200124173,"Apr 4, 2019",Google Ads
200124172,"Apr 4, 2019",Direct
200124171,"Apr 4, 2019",Direct
200124170,"Apr 4, 2019",Direct
200124169,"Apr 4, 2019",Organic
200124168,"Apr 4, 2019",Direct
200124167,"Apr 4, 2019",Facebook Ads
200124166,"Apr 4, 2019",Google Ads
200124165,"Apr 4, 2019",Facebook Ads
200124164,"Apr 4, 2019",Google Ads
200124163,"Apr 4, 2019",Google Ads
200124162,"Apr 4, 2019",Facebook Ads
200124161,"Apr 4, 2019",Direct
200124160,"Apr 4, 2019",Organic
200124159,"Apr 4, 2019",Google Ads
200124158,"Apr 4, 2019",Direct
200124157,"Apr 4, 2019",Direct
200124156,"Apr 4, 2019",Google Ads
200124155,"Apr 4, 2019",Organic
200124154,"Apr 4, 2019",Direct
200124153,"Apr 4, 2019",Google Ads
200124152,"Apr 4, 2019",Direct
200124151,"Apr 4, 2019",Google Ads
200124150,"Apr 4, 2019",Direct
200124149,"Apr 4, 2019",Organic
200124148,"Apr 4, 2019",Direct
200124147,"Apr 4, 2019",Google Ads
200124146,"Apr 4, 2019",Google Ads
200124145,"Apr 4, 2019",Organic
200124144,"Apr 4, 2019",Direct
200124143,"Apr 4, 2019",Organic
200124142,"Apr 4, 2019",Google Ads
200124141,"Apr 4, 2019",Direct
200124140,"Apr 4, 2019",Organic
200124139,"Apr 4, 2019",Google Ads
200124138,"Apr 4, 2019",Direct
200124137,"Apr 4, 2019",Organic
200124136,"Apr 4, 2019",Direct
200124135,"Apr 4, 2019",Organic
200124134,"Apr 4, 2019",Direct
200124133,"Apr 4, 2019",Direct
200124132,"Apr 4, 2019",Google Ads
200124131,"Apr 4, 2019",Organic
200124130,"Apr 4, 2019",Google Ads
200124129,"Apr 4, 2019",Organic
200124128,"Apr 4, 2019",Direct
200124127,"Apr 4, 2019",Google Ads
200124126,"Apr 4, 2019",Direct
200124125,"Apr 4, 2019",Google Ads
200124124,"Apr 4, 2019",Organic
200124123,"Apr 4, 2019",Direct
200124122,"Apr 4, 2019",Google Ads
200124121,"Apr 4, 2019",Direct
200124120,"Apr 4, 2019",Direct
200124119,"Apr 4, 2019",Google Ads
200124118,"Apr 4, 2019",Direct
200124117,"Apr 4, 2019",Google Ads
200124116,"Apr 4, 2019",Organic
200124115,"Apr 4, 2019",Direct
200124114,"Apr 4, 2019",Google Ads
200124113,"Apr 4, 2019",Direct
200124112,"Apr 4, 2019",Organic
200124111,"Apr 4, 2019",Google Ads
200124110,"Apr 4, 2019",Direct
200124109,"Apr 4, 2019",Google Ads
200124108,"Apr 4, 2019",Direct
200124107,"Apr 4, 2019",Google Ads
200124106,"Apr 4, 2019",Direct
200124105,"Apr 4, 2019",Direct
200124102,"Apr 4, 2019",Google Ads
200124101,"Apr 4, 2019",Facebook Ads
200124100,"Apr 4, 2019",Facebook Ads
200124099,"Apr 4, 2019",Google Ads
200124098,"Apr 4, 2019",Direct
200124097,"Apr 4, 2019",Direct
200124096,"Apr 4, 2019",Google Ads
200124094,"Apr 4, 2019",Organic
200124093,"Apr 4, 2019",Facebook Ads
200124090,"Apr 4, 2019",Google Ads
200124089,"Apr 4, 2019",Google Ads
200124088,"Apr 4, 2019",Email
200124087,"Apr 4, 2019",Google Ads
200124086,"Apr 4, 2019",Google Ads
200124085,"Apr 4, 2019",Direct
200124084,"Apr 4, 2019",Direct
200124083,"Apr 4, 2019",Google Ads
200124082,"Apr 4, 2019",Direct
200124081,"Apr 4, 2019",Direct
200124080,"Apr 4, 2019",Facebook Ads
200124079,"Apr 4, 2019",Facebook Ads
200124078,"Apr 4, 2019",Direct
200124077,"Apr 4, 2019",Organic
200124076,"Apr 3, 2019",Direct
200124075,"Apr 3, 2019",Direct
200124074,"Apr 3, 2019",Direct
200124073,"Apr 3, 2019",Google Ads
200124072,"Apr 3, 2019",Direct
200124071,"Apr 3, 2019",Google Ads
200124070,"Apr 3, 2019",Organic
200124069,"Apr 3, 2019",Direct
200124068,"Apr 3, 2019",Google Ads
200124067,"Apr 3, 2019",Referral
200124066,"Apr 3, 2019",Facebook Ads
200124065,"Apr 3, 2019",Direct
200124064,"Apr 3, 2019",Direct
200124063,"Apr 3, 2019",Facebook Ads
200124062,"Apr 3, 2019",Direct
200124061,"Apr 3, 2019",Google Ads
200124060,"Apr 3, 2019",Direct
200124059,"Apr 3, 2019",Google Ads
200124058,"Apr 3, 2019",Facebook Ads
200124057,"Apr 3, 2019",Google Ads
200124056,"Apr 3, 2019",Direct
200124055,"Apr 3, 2019",Facebook Ads
200124054,"Apr 3, 2019",Email
200124053,"Apr 3, 2019",Direct
200124052,"Apr 3, 2019",Google Ads
200124051,"Apr 3, 2019",Facebook Ads
200124050,"Apr 3, 2019",Facebook Ads
200124049,"Apr 3, 2019",Facebook Ads
200124048,"Apr 3, 2019",Email
200124047,"Apr 3, 2019",Direct
200124046,"Apr 3, 2019",Organic
200124045,"Apr 3, 2019",Organic
200124044,"Apr 3, 2019",Direct
200124043,"Apr 3, 2019",Direct
200124042,"Apr 3, 2019",Facebook Ads
200124041,"Apr 3, 2019",Facebook Ads
200124040,"Apr 3, 2019",Organic
200124039,"Apr 3, 2019",Google Ads
200124038,"Apr 3, 2019",Google Ads
200124037,"Apr 3, 2019",Organic
200124036,"Apr 3, 2019",Facebook Ads
200124035,"Apr 3, 2019",Facebook Ads
200124034,"Apr 3, 2019",Google Ads
200124033,"Apr 3, 2019",Direct
200124032,"Apr 3, 2019",Direct
200124031,"Apr 3, 2019",Direct
200124030,"Apr 3, 2019",Organic
200124029,"Apr 3, 2019",Organic
200124028,"Apr 3, 2019",Email
200124027,"Apr 3, 2019",Direct
200124026,"Apr 3, 2019",Google Ads
200124025,"Apr 3, 2019",Facebook Ads
200124024,"Apr 3, 2019",Direct
200124023,"Apr 3, 2019",Google Ads
200124022,"Apr 3, 2019",Email
200124021,"Apr 3, 2019",Email
200124020,"Apr 3, 2019",Google Ads
200124019,"Apr 3, 2019",Facebook Ads
200124018,"Apr 3, 2019",Organic
200124017,"Apr 3, 2019",Direct
200124016,"Apr 3, 2019",Direct
200124015,"Apr 3, 2019",Organic
200124014,"Apr 3, 2019",Organic
200124013,"Apr 3, 2019",Google Ads
