Order ID,Order Created,Voucher Code,Customer ID,City_Destination,Province_Destination,Items,Total price
200120600,2/19/2019 8:52:30,44614,76129,makassar,sulawesi selatan,3,"405,000"
200120601,2/19/2019 9:08:06,,76129,makassar,sulawesi selatan,2,"460,000"
200120602,2/19/2019 9:17:41,,74811,jakarta selatan,dki jakarta,8,"1,375,000"
200120603,2/19/2019 9:32:25,,75514,jakarta pusat,dki jakarta,1,"100,000"
200120604,2/19/2019 9:52:01,,38166,jakarta timur,dki jakarta,3,"469,000"
200120605,2/19/2019 9:52:19,,38166,jakarta timur,dki jakarta,5,"920,000"
200120607,2/19/2019 11:12:20,,3101,jakarta pusat,dki jakarta,1,"185,000"
200120609,2/19/2019 11:26:25,,79002,jakarta barat,dki jakarta,1,"7,200,000"
200120610,2/19/2019 11:42:09,,57944,jakarta utara,dki jakarta,1,"3,090,000"
200120611,2/19/2019 11:46:33,,48436,jakarta utara,dki jakarta,2,"350,000"
200120612,2/19/2019 12:01:28,,78529,jakarta selatan,dki jakarta,1,"91,000"
200120614,2/19/2019 12:46:17,,38166,jakarta timur,dki jakarta,1,"800,000"
200120615,2/19/2019 13:01:38,,64885,depok,jawa barat,5,"625,000"
200120616,2/19/2019 13:06:17,,57501,bogor,jawa barat,1,"150,000"
200120617,2/19/2019 13:36:14,,31950,semarang,jawa tengah,1,"900,000"
200120618,2/19/2019 13:42:28,,72477,jakarta timur,dki jakarta,3,"237,500"
200120619,2/19/2019 13:42:44,44614,267,jakarta pusat,dki jakarta,1,"625,000"
200120620,2/19/2019 14:10:29,,74811,jakarta selatan,dki jakarta,4,"690,000"
200120621,2/19/2019 14:34:35,,3656,jakarta pusat,dki jakarta,1,"350,000"
200120622,2/19/2019 14:40:15,,20199,jakarta barat,dki jakarta,1,"130,000"
200120623,2/19/2019 15:13:33,,31829,jakarta barat,dki jakarta,1,"600,000"
200120624,2/19/2019 15:27:13,,43394,tangerang selatan,banten,5,"710,000"
200120625,2/19/2019 15:42:05,,75004,jakarta pusat,dki jakarta,5,"2,268,150"
200120626,2/19/2019 15:55:36,,25890,tangerang selatan,banten,4,"563,000"
200120627,2/19/2019 15:58:56,44614,76129,makassar,sulawesi selatan,2,"345,000"
200120628,2/19/2019 16:01:46,,30983,tangerang selatan,banten,1,"165,000"
200120629,2/19/2019 16:18:21,,7798,jakarta pusat,dki jakarta,3,"700,000"
200120630,2/19/2019 16:47:56,,38166,jakarta timur,dki jakarta,4,"679,000"
200120631,2/19/2019 16:48:16,,38166,jakarta timur,dki jakarta,4,"710,000"
200120632,2/19/2019 16:50:51,,38166,jakarta timur,dki jakarta,1,"200,000"
200120633,2/19/2019 17:07:36,,72706,jakarta selatan,dki jakarta,3,"386,000"
200120634,2/19/2019 17:31:46,,55378,jakarta selatan,dki jakarta,1,"300,000"
200120635,2/19/2019 17:58:32,,5648,tangerang selatan,banten,1,"145,000"
200120636,2/19/2019 18:04:06,,39284,jakarta pusat,dki jakarta,2,"210,000"
200120637,2/19/2019 18:19:35,,63727,jakarta timur,dki jakarta,1,"115,000"
200120638,2/19/2019 18:48:40,,38166,jakarta timur,dki jakarta,1,"800,000"
200120639,2/19/2019 18:49:01,,48436,jakarta utara,dki jakarta,2,"350,000"
200120640,2/19/2019 19:32:47,,74811,jakarta selatan,dki jakarta,6,"970,000"
200120641,2/19/2019 19:59:20,,66601,depok,jawa barat,1,"137,500"
200120642,2/19/2019 20:59:47,,76129,makassar,sulawesi selatan,2,"599,000"
200120643,2/19/2019 21:12:41,,13714,tangerang selatan,banten,1,"250,000"
200120644,2/19/2019 21:13:27,,78893,depok,jawa barat,5,"585,000"
200120645,2/19/2019 21:54:50,,79141,jakarta pusat,dki jakarta,1,"200,000"
200120646,2/19/2019 22:59:18,,48436,jakarta utara,dki jakarta,1,"200,000"
200120647,2/19/2019 23:57:54,,38166,jakarta timur,dki jakarta,6,"1,210,000"
200120648,2/19/2019 23:59:36,,4870,cilegon,banten,1,"170,000"
200120649,2/20/2019 0:04:06,,4870,cilegon,banten,1,"90,000"
200120650,2/20/2019 16:42:44,,76129,makassar,sulawesi selatan,1,"299,000"
200120651,2/20/2019 16:45:10,,38166,jakarta timur,dki jakarta,2,"689,000"
200120652,2/20/2019 16:45:38,,38166,jakarta timur,dki jakarta,8,"2,360,000"
200120653,2/20/2019 16:45:59,,74625,bekasi,jawa barat,1,"160,000"
200120654,2/20/2019 17:18:46,,55435,tangerang,banten,2,"245,000"
200120655,2/20/2019 17:20:03,,74811,jakarta selatan,dki jakarta,1,"165,000"
200120656,2/20/2019 17:22:36,,74811,jakarta selatan,dki jakarta,9,"1,590,000"
200120657,2/20/2019 17:26:51,44614,35681,jakarta selatan,dki jakarta,5,"5,880,000"
200120658,2/20/2019 17:33:59,,73436,depok,jawa barat,1,"269,999"
200120659,2/20/2019 17:34:17,,52133,jakarta selatan,dki jakarta,5,"645,000"
200120660,2/20/2019 17:39:42,,51075,jakarta timur,dki jakarta,1,"150,000"
200120661,2/20/2019 17:44:08,,6369,jakarta selatan,dki jakarta,3,"565,000"
200120662,2/20/2019 18:05:54,,51095,depok,jawa barat,2,"410,000"
200120663,2/20/2019 18:07:55,,78752,malang,jawa timur,1,"145,000"
200120664,2/20/2019 18:09:00,,79147,yogyakarta,di yogyakarta,1,"175,000"
200120665,2/20/2019 18:11:11,,39972,sleman,di yogyakarta,7,"968,000"
200120666,2/20/2019 18:53:09,,63276,sidoarjo,jawa timur,1,"126,000"
200120667,2/20/2019 18:59:18,,48685,badung,bali,4,"900,000"
200120668,2/20/2019 19:12:24,,79151,bojonegoro,jawa timur,1,"400,000"
200120669,2/20/2019 19:16:34,,78726,tangerang,banten,1,"139,000"
200120670,2/20/2019 19:24:29,,22986,denpasar,bali,1,"170,000"
200120671,2/20/2019 19:34:54,,73949,jakarta barat,dki jakarta,1,"60,000"
200120672,2/20/2019 19:59:55,,48803,gowa,sulawesi selatan,1,"595,000"
200120673,2/20/2019 20:00:07,,72677,jakarta barat,dki jakarta,2,"600,000"
200120674,2/20/2019 20:42:19,,67273,tangerang,banten,2,"240,000"
200120675,2/20/2019 20:42:44,,78924,semarang,jawa tengah,1,"130,000"
200120676,2/20/2019 21:03:08,,23476,jakarta selatan,dki jakarta,1,"1,300,000"
200120677,2/20/2019 21:10:37,,66611,jakarta selatan,dki jakarta,2,"220,000"
200120678,2/20/2019 22:34:52,44614,65838,tangerang selatan,banten,4,"585,000"
200120679,2/20/2019 22:35:45,,4683,jakarta selatan,dki jakarta,1,"500,000"
200120680,2/20/2019 22:47:45,,2837,jakarta selatan,dki jakarta,2,"270,000"
200120681,2/20/2019 22:48:25,,38166,jakarta timur,dki jakarta,2,"550,000"
200120682,2/20/2019 22:48:46,,38166,jakarta timur,dki jakarta,6,"1,810,000"
200120683,2/20/2019 23:25:34,,79165,cirebon,jawa barat,1,"250,000"
200120684,2/20/2019 23:49:38,,77570,jakarta selatan,dki jakarta,3,"225,000"
200120685,2/20/2019 23:51:51,,35681,jakarta selatan,dki jakarta,2,"439,000"
200120686,2/21/2019 2:11:11,,79169,jakarta selatan,dki jakarta,1,"675,000"
200120687,2/21/2019 3:46:47,,48685,badung,bali,3,"730,000"
200120688,2/21/2019 5:11:32,,51075,jakarta timur,dki jakarta,2,"295,000"
200120689,2/21/2019 6:43:54,,73403,kotawaringin barat,kalimantan tengah,3,"375,000"
200120690,2/21/2019 7:00:52,,74811,jakarta selatan,dki jakarta,3,"545,000"
200120691,2/21/2019 7:08:29,,74811,jakarta selatan,dki jakarta,2,"450,000"
200120692,2/21/2019 7:09:29,,76129,makassar,sulawesi selatan,1,"190,000"
200120693,2/21/2019 7:12:48,,76129,makassar,sulawesi selatan,4,"700,000"
200120694,2/21/2019 7:15:29,,267,jakarta pusat,dki jakarta,1,"625,000"
200120695,2/21/2019 7:21:59,,16751,bandung,jawa barat,3,"567,000"
200120696,2/21/2019 7:24:27,,74811,jakarta selatan,dki jakarta,4,"765,000"
200120697,2/21/2019 7:55:49,,36180,jakarta pusat,dki jakarta,1,"150,000"
200120698,2/21/2019 8:33:11,,38166,jakarta timur,dki jakarta,2,"950,000"
200120701,2/21/2019 9:10:33,,7798,jakarta pusat,dki jakarta,2,"550,000"
200120703,2/21/2019 10:09:14,,25890,tangerang selatan,banten,2,"531,000"
200120705,2/21/2019 12:08:32,,79178,tangerang,banten,1,"250,000"
200120706,2/21/2019 12:13:04,,26288,manado,sulawesi utara,8,"1,026,000"
200120707,2/21/2019 13:12:23,,54331,bandung,jawa barat,1,"80,000"
200120708,2/21/2019 13:17:10,,76299,jakarta pusat,dki jakarta,1,"120,000"
200120709,2/21/2019 13:51:31,,74811,jakarta selatan,dki jakarta,4,"745,000"
200120710,2/21/2019 13:55:58,,74811,jakarta selatan,dki jakarta,10,"1,795,000"
200120711,2/21/2019 14:26:56,,78777,bekasi,jawa barat,1,"150,000"
200120712,2/21/2019 14:54:08,,65302,jakarta selatan,dki jakarta,1,"2,530,000"
200120713,2/21/2019 14:57:06,,38166,jakarta timur,dki jakarta,2,"950,000"
200120714,2/21/2019 15:09:04,,78973,jakarta selatan,dki jakarta,2,"370,000"
200120715,2/21/2019 15:20:28,,6369,jakarta selatan,dki jakarta,4,"1,165,000"
200120717,2/21/2019 15:37:57,,38166,jakarta timur,dki jakarta,1,"300,000"
200120718,2/21/2019 15:40:24,,38166,jakarta timur,dki jakarta,3,"455,000"
200120719,2/21/2019 16:07:29,,79188,jakarta selatan,dki jakarta,1,"285,000"
200120720,2/21/2019 16:52:23,,59138,tangerang selatan,banten,1,"900,000"
200120721,2/21/2019 17:17:02,,46324,jakarta selatan,dki jakarta,1,"150,000"
200120722,2/21/2019 17:47:36,,7798,jakarta pusat,dki jakarta,1,"300,000"
200120723,2/21/2019 18:01:25,,79193,jakarta timur,dki jakarta,1,"100,000"
200120724,2/21/2019 18:19:33,,57605,bogor,jawa barat,5,"643,000"
200120725,2/21/2019 19:35:30,,76129,makassar,sulawesi selatan,1,"300,000"
200120726,2/21/2019 20:30:23,,67160,tangerang,banten,1,"300,000"
200120727,2/21/2019 20:33:37,,76129,makassar,sulawesi selatan,6,"880,000"
200120728,2/21/2019 21:16:25,,4683,jakarta selatan,dki jakarta,3,"830,000"
200120729,2/21/2019 21:19:28,,35681,jakarta selatan,dki jakarta,3,"5,157,727"
200120730,2/21/2019 21:34:50,,3409,salatiga,jawa tengah,1,"130,000"
200120731,2/21/2019 22:06:20,,4870,cilegon,banten,1,"170,000"
200120732,2/21/2019 22:08:23,,24416,jakarta selatan,dki jakarta,1,"266,000"
200120733,2/21/2019 22:27:22,,31950,semarang,jawa tengah,1,"300,000"
200120734,2/21/2019 22:34:45,,38166,jakarta timur,dki jakarta,2,"950,000"
200120735,2/21/2019 22:35:08,,38166,jakarta timur,dki jakarta,3,"515,000"
200120736,2/22/2019 1:50:32,FABFEB22,74811,jakarta selatan,dki jakarta,4,"755,000"
200120737,2/22/2019 1:54:27,FABFEB22,74811,jakarta selatan,dki jakarta,9,"1,495,000"
200120738,2/22/2019 2:00:26,FABFEB22,79201,bandung,jawa barat,1,"480,000"
200120739,2/22/2019 5:23:36,,38166,jakarta timur,dki jakarta,3,"615,000"
200120740,2/22/2019 5:25:51,FABFEB22,38166,jakarta timur,dki jakarta,1,"800,000"
200120741,2/22/2019 5:27:15,FABFEB22,38166,jakarta timur,dki jakarta,2,"500,000"
200120742,2/22/2019 5:27:51,FABFEB22,38166,jakarta timur,dki jakarta,1,"1,000,000"
200120743,2/22/2019 5:35:56,,38166,jakarta timur,dki jakarta,1,"300,000"
200120744,2/22/2019 5:37:36,FABFEB22,38166,jakarta timur,dki jakarta,1,"600,000"
200120745,2/22/2019 5:58:56,FABFEB22,38166,jakarta timur,dki jakarta,1,"450,000"
200120746,2/22/2019 6:03:50,FABFEB22,38166,jakarta timur,dki jakarta,2,"325,000"
200120747,2/22/2019 8:02:27,,14182,pandeglang,banten,3,"440,000"
200120748,2/22/2019 8:23:37,FABFEB22,5849,bandung,jawa barat,2,"244,000"
200120749,2/22/2019 8:39:28,FABFEB22,62982,jakarta barat,dki jakarta,1,"300,000"
200120750,2/22/2019 8:45:14,FABFEB22,33527,banjar baru,kalimantan selatan,2,"273,000"
200120751,2/22/2019 9:09:15,FABFEB22,31950,semarang,jawa tengah,1,"900,000"
200120752,2/22/2019 9:33:36,FABFEB22,35763,jakarta selatan,dki jakarta,2,"1,225,000"
200120753,2/22/2019 9:34:29,FABFEB22,31950,semarang,jawa tengah,1,"1,500,000"
200120754,2/22/2019 9:37:46,FABFEB22,79094,denpasar,bali,2,"279,000"
200120755,2/22/2019 10:06:29,FABFEB22,50726,bandung,jawa barat,2,"375,000"
200120756,2/22/2019 10:11:49,FABFEB22,64144,jakarta timur,dki jakarta,2,"430,000"
200120757,2/22/2019 10:28:02,FABFEB22,48436,jakarta utara,dki jakarta,2,"312,500"
200120758,2/22/2019 10:32:40,FABFEB22,35763,jakarta selatan,dki jakarta,1,"1,850,000"
200120759,2/22/2019 10:33:57,FABFEB22,4870,cilegon,banten,2,"250,000"
200120760,2/22/2019 11:10:28,FABFEB22,18671,jakarta barat,dki jakarta,1,"225,000"
200120761,2/22/2019 11:14:21,FABFEB22,38166,jakarta timur,dki jakarta,1,"250,000"
200120762,2/22/2019 11:23:03,FABFEB22,43394,tangerang selatan,banten,2,"330,000"
200120763,2/22/2019 11:38:10,FABFEB22,39233,jakarta barat,dki jakarta,3,"360,000"
200120764,2/22/2019 11:48:20,FABFEB22,74805,jakarta barat,dki jakarta,3,"635,000"
200120765,2/22/2019 11:54:56,FABFEB22,38166,jakarta timur,dki jakarta,2,"1,100,000"
200120766,2/22/2019 11:55:14,FABFEB22,38166,jakarta timur,dki jakarta,1,"600,000"
200120767,2/22/2019 12:00:03,FABFEB22,76652,bogor,jawa barat,3,"710,000"
200120768,2/22/2019 12:23:17,,23353,jakarta selatan,dki jakarta,1,"2,500,000"
200120769,2/22/2019 12:32:06,,79210,jakarta barat,dki jakarta,1,"105,000"
200120770,2/22/2019 12:49:10,FABFEB22,38166,jakarta timur,dki jakarta,2,"325,000"
200120771,2/22/2019 12:51:43,FABFEB22,25368,jakarta pusat,dki jakarta,3,"504,750"
200120772,2/22/2019 13:09:51,,1131,jakarta barat,dki jakarta,1,"200,000"
200120773,2/22/2019 13:12:44,FABFEB22,75111,jakarta selatan,dki jakarta,1,"1,140,000"
200120774,2/22/2019 13:51:30,FABFEB22,72906,jakarta selatan,dki jakarta,1,"1,050,000"
200120775,2/22/2019 13:53:41,RF-YUNIKA1150A4F4A4,6369,jakarta selatan,dki jakarta,6,"1,295,000"
200120776,2/22/2019 14:02:54,FABFEB22,74811,jakarta selatan,dki jakarta,2,"345,000"
200120777,2/22/2019 14:04:22,FABFEB22,25368,jakarta pusat,dki jakarta,2,"472,500"
200120778,2/22/2019 14:30:42,FABFEB22,15850,jakarta selatan,dki jakarta,5,"2,437,500"
200120779,2/22/2019 14:33:40,,79213,badung,bali,3,"180,000"
200120780,2/22/2019 14:41:41,FABFEB22,76028,jakarta timur,dki jakarta,2,"255,000"
200120781,2/22/2019 14:45:43,FABFEB22,56943,depok,jawa barat,2,"3,105,000"
200120782,2/22/2019 14:57:27,FABFEB22,31575,tangerang,banten,1,"700,000"
200120783,2/22/2019 15:14:38,FABFEB22,30906,tangerang selatan,banten,2,"275,000"
200120784,2/22/2019 15:38:52,FABFEB22,74593,bandung,jawa barat,14,"1,134,000"
200120785,2/22/2019 15:48:30,FABFEB22,66389,jakarta barat,dki jakarta,1,"250,000"
200120786,2/22/2019 15:57:48,FABFEB22,5849,bandung,jawa barat,2,"244,000"
200120787,2/22/2019 15:59:50,FABFEB22,79219,jakarta selatan,dki jakarta,1,"1,000,000"
200120788,2/22/2019 16:03:05,FABFEB22,78896,denpasar,bali,1,"2,307,000"
200120789,2/22/2019 16:24:08,FABFEB22,57944,jakarta utara,dki jakarta,1,"3,750,000"
200120790,2/22/2019 16:26:45,,38166,jakarta timur,dki jakarta,1,"100,000"
200120791,2/22/2019 16:34:41,FABFEB22,69606,bogor,jawa barat,2,"425,000"
200120792,2/22/2019 16:36:16,FABFEB22,74385,bekasi,jawa barat,1,"350,000"
200120793,2/22/2019 16:39:29,FABFEB22,74385,bekasi,jawa barat,1,"8,424,000"
200120794,2/22/2019 16:46:20,FABFEB22,74385,bekasi,jawa barat,1,"490,000"
200120795,2/22/2019 16:53:59,,79199,jakarta barat,dki jakarta,1,"400,000"
200120796,2/22/2019 17:10:11,FABFEB22,48436,jakarta utara,dki jakarta,2,"312,500"
200120797,2/22/2019 17:10:25,FABFEB22,5306,jakarta barat,dki jakarta,6,"632,500"
200120798,2/22/2019 17:58:26,FABFEB22,74385,bandung,jawa barat,1,"540,000"
200120799,2/22/2019 18:07:02,FABFEB22,25712,bogor,jawa barat,3,"680,000"
200120800,2/22/2019 18:48:05,FABFEB22,74546,tangerang selatan,banten,2,"325,000"
200120801,2/22/2019 18:55:55,FABFEB22,38166,jakarta timur,dki jakarta,4,"1,425,000"
200120802,2/22/2019 18:56:11,FABFEB22,38166,jakarta timur,dki jakarta,1,"600,000"
200120803,2/22/2019 19:34:42,,70481,bandung,jawa barat,2,"198,000"
200120805,2/22/2019 20:40:11,FABFEB22,48685,badung,bali,1,"500,000"
200120806,2/22/2019 21:02:45,FABFEB22,75820,jakarta utara,dki jakarta,2,"1,850,000"
200120807,2/22/2019 21:14:01,FABFEB22,74811,jakarta selatan,dki jakarta,4,"700,000"
200120808,2/22/2019 21:21:15,FABFEB22,706,jakarta selatan,dki jakarta,4,"2,165,000"
200120809,2/22/2019 21:39:08,FABFEB22,15850,jakarta selatan,dki jakarta,1,"1,190,000"
200120810,2/22/2019 21:41:22,FABFEB22,79226,tangerang,banten,2,"301,500"
200120811,2/22/2019 21:45:26,FABFEB22,76825,tangerang,banten,3,"397,000"
200120812,2/22/2019 21:48:16,FABFEB22,72531,jakarta selatan,dki jakarta,3,"2,005,000"
200120813,2/22/2019 21:48:27,FABFEB22,61843,medan,sumatera utara,2,"322,500"
200120814,2/22/2019 21:52:48,FABFEB22,47746,jakarta selatan,dki jakarta,1,"430,000"
200120815,2/22/2019 21:54:18,FABFEB22,66462,tangerang,banten,3,"524,000"
200120816,2/22/2019 22:22:52,FABFEB22,26216,bandung barat,jawa barat,3,"356,500"
200120817,2/22/2019 22:26:20,,73841,jakarta selatan,dki jakarta,1,"150,000"
200120818,2/22/2019 22:28:28,FABFEB22,54397,jakarta utara,dki jakarta,1,"3,200,000"
200120819,2/22/2019 22:50:49,FABFEB22,61843,medan,sumatera utara,1,"1,150,000"
200120820,2/22/2019 22:51:03,FABFEB22,38166,jakarta timur,dki jakarta,2,"350,000"
200120821,2/22/2019 22:52:22,FABFEB22,53092,jakarta pusat,dki jakarta,1,"240,000"
200120822,2/22/2019 23:00:32,FABFEB22,25368,jakarta pusat,dki jakarta,2,"279,750"
200120823,2/22/2019 23:05:45,FABFEB22,79231,jombang,jawa timur,4,"240,000"
200120824,2/22/2019 23:32:31,FABFEB22,78618,jakarta selatan,dki jakarta,1,"405,000"
200120825,2/22/2019 23:45:18,FABFEB22,67237,jakarta selatan,dki jakarta,3,"340,000"
200120826,2/22/2019 23:45:51,FABFEB22,66902,bogor,jawa barat,3,"395,000"
200120827,2/22/2019 23:51:22,FABFEB22,61020,jakarta utara,dki jakarta,2,"260,000"
200120828,2/22/2019 23:56:30,FABFEB22,76129,makassar,sulawesi selatan,1,"230,000"
200120829,2/22/2019 23:56:35,FABFEB22,35099,jakarta timur,dki jakarta,1,"225,000"
200120830,2/23/2019 0:21:42,,79244,sleman,di yogyakarta,1,"110,000"
200120831,2/23/2019 2:17:05,,79245,bogor,jawa barat,1,"960,000"
200120832,2/23/2019 2:24:17,,78287,tangerang selatan,banten,1,"180,000"
200120833,2/23/2019 6:40:02,,79248,tangerang selatan,banten,1,"600,000"
200120834,2/23/2019 6:45:49,,47321,bogor,jawa barat,1,"1,267,500"
200120835,2/23/2019 8:12:47,,74811,jakarta selatan,dki jakarta,5,"1,015,000"
200120836,2/23/2019 9:15:19,,78287,tangerang selatan,banten,1,"180,000"
200120837,2/23/2019 9:33:03,,38166,jakarta timur,dki jakarta,1,"150,000"
200120838,2/23/2019 9:33:49,,38166,jakarta timur,dki jakarta,1,"150,000"
200120839,2/23/2019 9:34:23,,38166,jakarta timur,dki jakarta,1,"300,000"
200120840,2/23/2019 9:35:26,,38166,jakarta timur,dki jakarta,2,"580,000"
200120841,2/23/2019 9:40:10,,38166,jakarta timur,dki jakarta,1,"110,000"
200120842,2/23/2019 10:14:16,,38166,jakarta timur,dki jakarta,1,"180,000"
200120843,2/23/2019 10:15:08,,61878,tangerang selatan,banten,1,"300,000"
200120844,2/23/2019 10:42:10,,56667,bekasi,jawa barat,3,"355,000"
200120845,2/23/2019 10:43:40,,14182,pandeglang,banten,2,"300,000"
200120846,2/23/2019 11:08:09,,57251,bekasi,jawa barat,2,"490,000"
200120847,2/23/2019 11:19:06,,79221,kendari,sulawesi tenggara,1,"12,600,000"
200120848,2/23/2019 11:26:51,,79254,bekasi,jawa barat,1,"2,475,000"
200120849,2/23/2019 12:01:35,,76129,makassar,sulawesi selatan,3,"540,000"
200120850,2/23/2019 12:27:59,,78287,tangerang selatan,banten,1,"200,000"
200120851,2/23/2019 13:11:55,,38166,jakarta timur,dki jakarta,1,"350,000"
200120852,2/23/2019 13:12:17,,38166,jakarta timur,dki jakarta,1,"800,000"
200120853,2/23/2019 13:12:24,,31950,semarang,jawa tengah,1,"300,000"
200120854,2/23/2019 13:12:36,,38166,jakarta timur,dki jakarta,1,"350,000"
200120855,2/23/2019 13:12:38,,76488,banyuwangi,jawa timur,3,"700,000"
200120856,2/23/2019 13:12:49,,31950,semarang,jawa tengah,1,"165,000"
200120857,2/23/2019 13:12:57,,38166,jakarta timur,dki jakarta,2,"330,000"
200120858,2/23/2019 13:13:02,,76488,banyuwangi,jawa timur,1,"250,000"
200120859,2/23/2019 13:13:14,,38166,jakarta timur,dki jakarta,1,"200,000"
200120860,2/23/2019 13:13:32,,76488,banyuwangi,jawa timur,2,"470,000"
200120861,2/23/2019 13:13:37,,31950,semarang,jawa tengah,1,"350,000"
200120862,2/23/2019 13:13:54,,76488,banyuwangi,jawa timur,1,"600,000"
200120863,2/23/2019 13:14:06,,31950,semarang,jawa tengah,1,"130,000"
200120864,2/23/2019 13:14:14,,38166,jakarta timur,dki jakarta,1,"250,000"
200120865,2/23/2019 13:14:49,,38166,jakarta timur,dki jakarta,1,"100,000"
200120866,2/23/2019 13:15:08,,38166,jakarta timur,dki jakarta,1,"800,000"
200120867,2/23/2019 13:15:16,,76488,banyuwangi,jawa timur,2,"565,000"
200120868,2/23/2019 13:15:24,,38166,jakarta timur,dki jakarta,1,"450,000"
200120869,2/23/2019 13:15:48,,38166,jakarta timur,dki jakarta,2,"230,000"
200120870,2/23/2019 13:15:57,,76488,banyuwangi,jawa timur,1,"190,000"
200120871,2/23/2019 13:16:24,,38166,jakarta timur,dki jakarta,2,"300,000"
200120872,2/23/2019 13:16:52,,76488,banyuwangi,jawa timur,1,"150,000"
200120873,2/23/2019 13:17:48,,38166,jakarta timur,dki jakarta,1,"600,000"
200120874,2/23/2019 13:18:03,,76488,banyuwangi,jawa timur,1,"100,000"
200120875,2/23/2019 13:18:27,,31950,semarang,jawa tengah,1,"90,000"
200120876,2/23/2019 13:20:11,,38166,jakarta timur,dki jakarta,1,"130,000"
200120877,2/23/2019 13:23:14,,74811,jakarta selatan,dki jakarta,5,"830,000"
200120878,2/23/2019 13:32:06,,76129,makassar,sulawesi selatan,4,"547,000"
200120879,2/23/2019 14:23:01,,64186,jakarta barat,dki jakarta,1,"350,000"
200120880,2/23/2019 15:16:01,,7798,jakarta pusat,dki jakarta,1,"250,000"
200120881,2/23/2019 15:22:29,,74811,jakarta selatan,dki jakarta,3,"545,000"
200120882,2/23/2019 15:38:07,,38166,jakarta timur,dki jakarta,1,"380,000"
200120883,2/23/2019 15:41:31,,23013,tangerang selatan,banten,3,"395,000"
200120884,2/23/2019 16:00:51,RF-YUNIKA1150A4F4A41,6369,jakarta selatan,dki jakarta,6,"1,345,000"
200120885,2/23/2019 16:04:36,,63630,bogor,jawa barat,2,"275,000"
200120886,2/23/2019 16:04:37,,770,banyumas,jawa tengah,1,"300,000"
200120887,2/23/2019 16:07:23,,59284,surabaya,jawa timur,2,"460,000"
200120888,2/23/2019 16:11:55,,31829,tangerang selatan,banten,1,"600,000"
200120889,2/23/2019 16:13:34,,76488,banyuwangi,jawa timur,1,"800,000"
200120890,2/23/2019 16:18:04,,38166,jakarta timur,dki jakarta,1,"600,000"
200120891,2/23/2019 16:18:09,,31950,semarang,jawa tengah,1,"180,000"
200120892,2/23/2019 16:18:43,,38166,jakarta timur,dki jakarta,1,"170,000"
200120893,2/23/2019 16:18:54,,76488,banyuwangi,jawa timur,1,"155,000"
200120894,2/23/2019 16:19:31,,38166,jakarta timur,dki jakarta,1,"165,000"
200120895,2/23/2019 16:19:42,,31950,semarang,jawa tengah,1,"150,000"
200120896,2/23/2019 16:20:17,,76488,banyuwangi,jawa timur,1,"475,500"
200120897,2/23/2019 16:21:01,,76488,banyuwangi,jawa timur,1,"117,000"
200120898,2/23/2019 16:22:39,,79272,jepara,jawa tengah,2,"571,000"
200120899,2/23/2019 16:30:56,,79257,jakarta selatan,dki jakarta,1,"1,850,000"
200120900,2/23/2019 17:22:34,,1131,jakarta barat,dki jakarta,1,"200,000"
200120901,2/23/2019 18:09:01,,76255,bogor,jawa barat,1,"180,000"
200120902,2/23/2019 18:17:05,,56667,bekasi,jawa barat,2,"320,000"
200120903,2/23/2019 18:35:19,,7798,jakarta pusat,dki jakarta,1,"150,000"
200120904,2/23/2019 18:43:30,,7798,jakarta pusat,dki jakarta,1,"980,000"
200120905,2/23/2019 19:38:02,,38166,jakarta timur,dki jakarta,2,"240,000"
200120906,2/23/2019 19:38:09,,76488,banyuwangi,jawa timur,1,"200,000"
200120907,2/23/2019 19:38:15,,38166,jakarta timur,dki jakarta,2,"780,000"
200120908,2/23/2019 19:38:33,,76488,banyuwangi,jawa timur,1,"300,000"
200120909,2/23/2019 19:38:45,,38166,jakarta timur,dki jakarta,1,"800,000"
200120910,2/23/2019 19:39:13,,38166,jakarta timur,dki jakarta,1,"160,000"
200120911,2/23/2019 19:39:17,,76488,banyuwangi,jawa timur,1,"130,000"
200120912,2/23/2019 19:45:14,,57251,jakarta barat,dki jakarta,2,"490,000"
200120913,2/23/2019 19:46:14,,38166,jakarta timur,dki jakarta,2,"240,000"
200120914,2/23/2019 20:03:56,,57863,jakarta selatan,dki jakarta,6,"659,500"
200120915,2/23/2019 20:19:59,,74811,jakarta selatan,dki jakarta,5,"810,000"
200120916,2/23/2019 20:21:44,,74811,jakarta selatan,dki jakarta,1,"250,000"
200120917,2/23/2019 20:44:24,,76479,jakarta pusat,dki jakarta,1,"100,000"
200120918,2/23/2019 20:47:16,,79279,surabaya,jawa timur,1,"300,000"
200120919,2/23/2019 20:55:02,,1442,jakarta selatan,dki jakarta,4,"635,000"
200120920,2/23/2019 22:53:21,,74811,jakarta selatan,dki jakarta,2,"780,000"
200120921,2/23/2019 22:57:52,,51075,jakarta timur,dki jakarta,2,"400,000"
200120922,2/23/2019 23:06:33,,76488,banyuwangi,jawa timur,1,"600,000"
200120923,2/23/2019 23:09:30,,15032,pangkal pinang,bangka belitung,4,"1,035,000"
200120924,2/23/2019 23:17:07,,74811,jakarta selatan,dki jakarta,4,"822,000"
200120925,2/23/2019 23:17:39,,76129,makassar,sulawesi selatan,3,"540,000"
200120926,2/23/2019 23:45:41,,13849,jakarta barat,dki jakarta,1,"135,000"
